"","ID","NP.1","NP.3","NP.5","NS.1","NS.2","NS.6","NP.2","NP.4","NP.6","NS.3","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"209","GB42758",22,1,14,19,27,63,54,40,66,102,310,31,-1.07730325696617,2.71275709182153,0.030980137018394,0.796906866109146
"210","GB42781",16,8,34,35,29,45,19,33,122,102,141,68,-0.577299414600166,2.58816713511766,0.0952500066121905,0.796906866109146
"211","GB42802",738,624,929,835,438,592,1647,2342,1033,1518,658,1697,0.839307912285771,7.11505399653457,0.0346257477146121,0.796906866109146
"212","GB42804",288,94,359,340,362,627,686,724,1419,1624,1836,2055,-0.637199616737447,6.50239098823884,0.0371075454792736,0.796906866109146
"213","GB42828",21,10,78,70,58,100,50,85,259,203,281,184,-0.6366909268904,3.62146313699435,0.060616597446295,0.796906866109146
"214","GB42834",1604,2368,1875,2726,1971,2501,2340,2655,3776,2577,3115,2435,0.525083025781463,8.3949415334847,0.110052225209507,0.796906866109146
"215","GB42845",195,143,450,1469,296,531,285,490,898,587,906,611,-0.55920884147533,6.05787703343322,0.0963865789390459,0.796906866109146
"216","GB42846",50,26,99,133,103,134,107,120,283,257,303,185,-0.423562962841338,4.0650648417884,0.0888766335923115,0.796906866109146
"217","GB42853",11,3,19,23,19,78,30,43,63,49,152,50,-0.846300022918199,2.32582736039375,0.0355262772846858,0.796906866109146
"218","GB42856",228,48,226,329,152,557,188,305,350,453,1334,330,-0.716514861156593,5.37667728084354,0.0547123011436169,0.796906866109146
"219","GB42879",1182,1915,988,1333,1234,1486,2482,2106,1873,1887,2635,2466,0.646909886619002,7.93756756447904,0.0919346855645272,0.796906866109146
"220","GB42926",283,417,253,722,307,190,246,378,345,213,295,219,0.659882142491725,5.58359784488153,0.0631880959041079,0.796906866109146
"221","GB42952",29,30,48,36,33,50,60,63,46,63,53,36,0.519416639670409,2.60432726373135,0.084308628820307,0.796906866109146
"222","GB42959",214,175,162,208,201,191,303,311,352,249,218,280,0.676441702887827,4.99294203428098,0.0177371080757831,0.796906866109146
"223","GB42969",56,47,156,179,111,172,175,195,424,491,454,338,-0.42165737440884,4.66866619962327,0.094342768047453,0.796906866109146
"224","GB42970",98,40,205,281,201,310,276,346,668,527,724,456,-0.394017360948185,5.21291679557863,0.110630585337051,0.796906866109146
"225","GB42976",97,314,82,161,207,171,104,382,565,228,240,415,0.690073058593816,5.04374153581156,0.11623159850629,0.796906866109146
"226","GB43005",1929,1350,2100,3033,2462,2035,2675,3991,9218,1809,3046,3274,0.661891610580683,8.52600309229622,0.058443265825137,0.796906866109146
"227","GB43006",1804,274,703,1156,251,2353,1950,2899,2254,5139,6233,11104,-0.884091401727623,8.31137488023351,0.078215957282887,0.796906866109146
"228","GB43007",2400,1146,1073,1823,1254,2342,2657,2945,3639,1040,1926,3117,0.723321514529515,8.10170962896933,0.0564412481742431,0.796906866109146
"229","GB43029",672,111,62,65,436,98,88,75,454,165,142,163,1.0202318023463,5.01562584717186,0.0728105615948145,0.796906866109146
"230","GB43077",158,63,245,188,276,419,490,592,1227,1000,1291,1246,-0.444391969283061,5.95175045360408,0.100651929370657,0.796906866109146
"231","GB43080",18,4,39,32,55,90,71,79,159,157,201,159,-0.709788241323696,3.24704801107217,0.0347984531314219,0.796906866109146
"232","GB43099",84,42,103,150,167,276,194,277,522,448,605,320,-0.447192885311689,4.83852416075606,0.0783432215077368,0.796906866109146
"233","GB43110",16,7,25,26,21,74,44,64,112,72,141,130,-0.522887342252998,2.74260644604611,0.101678660974587,0.796906866109146
"234","GB43111",218,467,264,341,348,353,408,616,680,509,609,599,0.559375603999201,5.90184389293631,0.0926697259314779,0.796906866109146
"235","GB43116",855,950,1147,1112,1083,862,1463,1374,1356,1057,1127,1083,0.723705376776394,7.26689195669779,0.0279771057407267,0.796906866109146
"236","GB43118",81,183,100,167,129,102,171,230,205,176,189,156,0.698383136166734,4.43603635018874,0.0424383994309108,0.796906866109146
"237","GB43135",19,2,54,75,36,75,49,67,154,147,195,147,-0.76171658678167,3.19089188718846,0.0394604408522603,0.796906866109146
"238","GB43137",20,3,24,31,42,69,55,87,148,90,149,226,-0.670241264420442,3.0737816856136,0.05323426482233,0.796906866109146
"239","GB43145",44,11,56,31,42,79,49,114,317,234,442,246,-0.589407117547079,3.81193228344923,0.0960679736493959,0.796906866109146
"240","GB43150",38,18,92,100,77,127,89,159,265,245,361,167,-0.435998630679316,3.96632401577113,0.103997687109753,0.796906866109146
"241","GB43167",28,8,17,44,47,60,35,55,87,73,137,90,-0.654021577916041,2.70424712554727,0.0367069180559055,0.796906866109146
"242","GB43168",60,29,80,83,85,156,135,141,219,268,300,252,-0.422783011421406,4.07865282027346,0.0841238690370776,0.796906866109146
"243","GB43173",31,25,45,72,55,63,55,75,127,156,176,139,-0.488361896382512,3.28648755505261,0.068548767338688,0.796906866109146
"244","GB43179",165,97,240,248,328,470,388,578,794,774,1163,866,-0.449302552969303,5.78945838681278,0.0671186107996247,0.796906866109146
"245","GB43187",2096,3169,2175,5955,2419,1492,1818,2221,2520,1053,1569,1491,0.675530901631112,8.48109734300654,0.0899561896794319,0.796906866109146
"246","GB43188",98,22,171,150,167,269,333,429,405,524,897,487,-0.463261483309148,5.12312760374617,0.0969108668171919,0.796906866109146
"247","GB43189",31,11,39,38,37,197,58,163,151,166,606,186,-1.09819154204534,3.83669780031563,0.0139070611182442,0.796906866109146
"248","GB43196",238,227,172,211,281,161,379,327,447,334,249,461,0.608417674749672,5.26896633489962,0.06035248178081,0.796906866109146
"249","GB43198",4128,2814,3187,3312,4325,3702,4979,5327,8571,5059,6453,4856,0.544046752499189,9.23972977270709,0.0913537282979518,0.796906866109146
"250","GB43204",46,8,51,57,41,26,47,35,63,23,29,33,0.592247253199982,2.36614171348829,0.107355404869575,0.796906866109146
"251","GB43206",21,4,22,32,20,36,36,27,84,68,131,76,-0.550301670379231,2.38063502928719,0.0896987959914721,0.796906866109146
"252","GB43207",29,13,53,78,71,126,148,109,225,210,583,228,-0.854736633494591,4.00510159697017,0.00839412419905802,0.796906866109146
"253","GB43245",137,468,161,171,209,413,307,669,1115,471,338,659,0.826812228778964,5.77072930287931,0.0596443596862077,0.796906866109146
"254","GB43280",141,60,243,316,172,352,176,286,682,526,743,559,-0.445734970250281,5.28179628278466,0.0977297985079335,0.796906866109146
"255","GB43301",7,15,34,31,23,88,25,66,117,122,248,99,-0.879596938642349,2.960477998103,0.0323709094744598,0.796906866109146
"256","GB43309",21,6,28,42,22,41,27,40,115,102,130,74,-0.50262793673723,2.58299027139905,0.111212448403506,0.796906866109146
"257","GB43314",26,15,46,65,54,198,75,65,148,228,228,102,-0.94400245303376,3.53552944592489,0.0120951910561736,0.796906866109146
"258","GB43330",17369,16983,17062,14700,12748,21723,19572,9769,8676,6002,9438,9429,0.984350640247894,11.0625693859359,0.0169956070969201,0.796906866109146
"259","GB43376",337,322,463,848,442,309,494,471,534,355,372,309,0.470287507100416,5.9087817165472,0.10655275468118,0.796906866109146
"260","GB43392",933,999,914,1791,659,1055,836,1302,1073,724,811,1272,0.572896964092037,7.18607696735192,0.0969684875023732,0.796906866109146
"261","GB43402",40,95,43,53,80,44,97,99,42,75,49,51,0.912485341845027,3.25482517446544,0.0374970053815752,0.796906866109146
"262","GB43411",22,2,36,30,22,81,23,52,64,55,192,60,-0.766272864448949,2.57124153132761,0.0720728952762542,0.796906866109146
"263","GB43442",245,191,260,461,256,169,226,304,237,184,185,219,0.526438733420017,5.10916063370152,0.0642800963471323,0.796906866109146
"264","GB43447",8,4,15,19,17,24,52,48,47,64,89,99,-0.489351494142981,2.19332496395162,0.0884882117364442,0.796906866109146
"265","GB43456",15,8,22,24,19,87,77,130,235,166,383,201,-0.635124628129952,3.50297005515722,0.0597525972192328,0.796906866109146
"266","GB43459",793,1277,604,692,1076,891,1516,1488,1401,1311,1302,1663,0.690474983642236,7.33026913670535,0.0772590874923773,0.796906866109146
"267","GB43468",87,171,38,46,110,114,182,115,210,106,106,104,1.09871110449158,4.07059618900622,0.016118541224752,0.796906866109146
"268","GB43470",16,5,33,26,27,71,33,62,111,87,143,91,-0.519398259339812,2.69465271570272,0.103144233052577,0.796906866109146
"269","GB43479",48,38,86,78,74,73,81,133,118,90,74,97,0.415641270644439,3.39555922259858,0.111536685650063,0.796906866109146
"270","GB43500",514,54,562,836,373,2035,179,741,246,507,2508,277,-0.969973885819271,6.41486032246648,0.0777490910352658,0.796906866109146
"271","GB43509",452,1112,2683,57,117,35,67,251,1796,2590,159,9,1.94914958443397,6.85733191619599,0.0534289473933453,0.796906866109146
"272","GB43512",66,46,108,86,48,85,188,182,212,140,64,97,0.943813126861032,3.77926562796475,0.00496088062669444,0.796906866109146
"273","GB43558",395,125,726,1047,474,1195,726,1252,1439,1411,2414,1725,-0.516275419079937,6.87601884735203,0.105713646862753,0.796906866109146
"274","GB43575",51,25,158,150,114,311,255,375,488,732,1443,674,-1.0426237026389,5.30330865460878,0.0028166575874903,0.796906866109146
"275","GB43576",39,14,81,91,60,171,146,168,185,295,456,232,-0.707453273396318,4.1048380730614,0.0204230904673051,0.796906866109146
"276","GB43579",46,28,179,233,109,313,249,278,888,1194,1015,885,-1.01600375627739,5.4851424441656,0.00594434177031681,0.796906866109146
"277","GB43612",9,1,14,8,8,28,24,33,67,68,118,81,-0.763421658296051,2.04640255642521,0.036159471925627,0.796906866109146
"278","GB43639",220,165,217,290,267,215,261,328,271,278,266,241,0.419648383360564,5.0774348856731,0.0878205288139483,0.796906866109146
"279","GB43643",787,1675,597,770,789,996,1629,1316,1607,1386,1658,1591,0.855897973427117,7.44571260286579,0.0440355883399258,0.796906866109146
"280","GB43676",28,31,116,166,104,133,69,131,260,190,251,189,-0.456724918446724,3.97728907743636,0.110312383563801,0.796906866109146
"281","GB43709",25,9,65,51,62,105,65,67,152,204,171,98,-0.591653454724884,3.32306423645507,0.0666104445589761,0.796906866109146
"282","GB43715",250,60,256,329,217,399,293,344,622,627,1156,719,-0.496985339724354,5.59531317437476,0.0824503344860886,0.796906866109146
"283","GB43716",1401,136,997,1766,1101,2123,1655,2946,3638,3778,10313,5080,-0.785664794422055,8.22096231978936,0.0550130910862141,0.796906866109146
"284","GB43719",5,4,10,12,10,36,30,13,47,38,54,61,-0.654278279252135,1.64857571359569,0.0753694910372289,0.796906866109146
"285","GB43786",118,23,161,150,160,332,236,380,935,656,1294,621,-0.588083391095581,5.40147901264147,0.0712695507187805,0.796906866109146
"286","GB43798",21,11,78,95,71,96,100,87,191,254,279,276,-0.866931934159123,3.79931664420925,0.00723163118481747,0.796906866109146
"287","GB43820",655,1737,648,743,1223,875,1444,1539,2383,1177,1174,1375,0.973958569689049,7.46635263628787,0.0252516306407617,0.796906866109146
"288","GB43829",186,163,158,235,257,176,380,448,336,271,311,342,0.515495051011836,5.12401874092513,0.0656765336017234,0.796906866109146
"289","GB43830",41,62,36,43,46,36,64,47,40,53,41,54,0.79298008090162,2.78626572999586,0.037645664896925,0.796906866109146
"290","GB43832",15,10,37,53,43,45,46,58,126,102,181,130,-0.634249968744509,2.94916325483003,0.0281515988654078,0.796906866109146
"291","GB43837",36,37,36,57,32,43,38,52,47,47,34,40,0.495907301115341,2.53798890696291,0.0976458728567355,0.796906866109146
"292","GB43871",230,109,277,395,156,231,390,319,296,191,275,306,0.504951285073825,5.09692656597717,0.0673010986518666,0.796906866109146
"293","GB43884",28,16,53,88,51,77,44,114,126,105,193,147,-0.473894332894824,3.29444788257148,0.084839710745393,0.796906866109146
"294","GB43911",64,59,69,51,90,75,148,111,183,88,89,87,0.782470148552967,3.59032015904763,0.0147744649083548,0.796906866109146
"295","GB43917",27,7,57,66,55,94,53,92,152,141,280,111,-0.662768211772994,3.35690763989795,0.0395298085637663,0.796906866109146
"296","GB44031",55,13,139,106,135,211,152,195,529,471,581,458,-0.679760569755522,4.71148301706708,0.0394592591628957,0.796906866109146
"297","GB44052",147,149,197,198,200,193,195,245,264,239,227,237,0.407496137947214,4.78388709381279,0.0901089703924566,0.796906866109146
"298","GB44067",120,80,278,324,264,396,264,420,894,692,961,676,-0.433577606035633,5.5925297686219,0.0890247605959328,0.796906866109146
"299","GB44068",245,330,231,408,240,234,195,273,282,229,249,199,0.70340650417715,5.26610932465508,0.0210151397045924,0.796906866109146
"300","GB44073",208,12,88,137,28,317,89,242,228,250,1413,656,-1.07550423777245,4.97395762836009,0.0549218246943192,0.796906866109146
"301","GB44117",43,4,37,26,40,90,98,125,276,193,377,340,-0.630149800316445,3.80239834459891,0.0772595271984119,0.796906866109146
"302","GB44143",243,41,313,295,186,913,272,491,699,1190,2534,804,-1.11216149433447,6.09387941569936,0.0113414054530964,0.796906866109146
"303","GB44145",22,4,11,29,20,31,12,20,57,56,86,48,-0.72193325749593,1.95750903780475,0.058331600478282,0.796906866109146
"304","GB44155",32,15,42,56,86,107,168,149,224,301,384,277,-0.664486933533435,4.01444930008963,0.0149421978411109,0.796906866109146
"305","GB44178",16,9,44,24,26,67,46,67,229,144,209,277,-0.659113074276113,3.31557737655734,0.0647713330696129,0.796906866109146
"306","GB44180",417,672,441,626,486,487,634,790,1401,850,1092,993,0.531147214889216,6.5779057481439,0.114786876925447,0.796906866109146
"307","GB44183",69,40,140,179,122,307,172,222,648,526,688,646,-0.716780007320114,5.02752310107886,0.0163960736552568,0.796906866109146
"308","GB44204",32,13,146,109,150,89,272,77,672,730,780,334,-0.689683904316242,4.82226125262182,0.0926176500185169,0.796906866109146
"309","GB44210",55,24,95,124,92,220,132,174,288,282,404,258,-0.563581810268817,4.28921724681828,0.0339024548962489,0.796906866109146
"310","GB44220",79,302,126,158,248,108,92,360,622,97,102,346,1.01950149812118,4.91948105950359,0.0450654814899066,0.796906866109146
"311","GB44250",17,27,26,47,20,25,42,53,40,27,39,37,0.544260759129505,2.16332626170342,0.101166807352444,0.796906866109146
"312","GB44252",11,5,19,12,24,76,29,43,93,93,157,82,-0.896672942549685,2.54229929683301,0.0241166248781588,0.796906866109146
"313","GB44253",14,3,10,14,11,20,25,48,94,70,193,111,-0.784337759806794,2.4065839198774,0.0256034758043124,0.796906866109146
"314","GB44254",1961,1910,778,1294,1490,1161,4412,3545,3329,3311,4063,4250,0.651511415170718,8.37618222044629,0.114021146311605,0.796906866109146
"315","GB44259",10,4,32,14,9,43,19,40,64,60,126,90,-0.643316391200336,2.2379808313828,0.0978757421719411,0.796906866109146
"316","GB44262",580,277,1128,915,1075,2371,1494,1808,2051,2289,3948,2954,-0.539105498000308,7.58444204470565,0.0966345391792351,0.796906866109146
"317","GB44299",44,27,105,138,79,160,97,186,419,294,459,292,-0.466448132388787,4.33812317301404,0.0900885210097294,0.796906866109146
"318","GB44302",38,43,41,45,66,62,103,55,95,56,59,62,0.521315556738623,3.00754931539609,0.105081975799898,0.796906866109146
"319","GB44311",893,184,1739,1796,1694,5775,3284,5076,6391,5984,17935,5866,-0.909503620102659,8.87230221168448,0.0405897565790972,0.796906866109146
"320","GB44330",34,307,46,93,82,167,65,323,525,169,142,362,0.979327548823373,4.70124435892232,0.0863435176591207,0.796906866109146
"321","GB44336",343,920,231,307,497,318,585,554,583,472,369,548,1.17441136189531,6.2300631155199,0.0123047874269083,0.796906866109146
"322","GB44342",26,12,35,36,24,22,26,36,23,27,27,18,0.491711056055603,1.85321289828182,0.113502460825661,0.796906866109146
"323","GB44350",55,14,115,107,92,154,113,174,370,302,516,290,-0.54198958853103,4.33180150041876,0.0672234992743269,0.796906866109146
"324","GB44358",54,49,50,80,44,51,82,89,97,68,83,81,0.555148956909474,3.18584425955468,0.0551508071939347,0.796906866109146
"325","GB44365",6,9,26,23,11,69,19,44,85,86,105,87,-0.731510288245009,2.40488412141337,0.0639820606938225,0.796906866109146
"326","GB44420",191,114,389,402,170,609,172,408,466,817,636,811,-0.521573964374188,5.64683253231228,0.103451565465623,0.796906866109146
"327","GB44433",161,317,212,234,278,260,349,248,364,370,381,268,0.544797075693646,5.30661862109047,0.0860283183053666,0.796906866109146
"328","GB44435",223,154,208,258,248,185,307,307,376,257,314,358,0.445392441500674,5.10962238304853,0.0731069930697157,0.796906866109146
"329","GB44482",580,1561,667,748,1052,723,869,1796,2199,1056,1318,2255,0.75167504900877,7.39739306797126,0.0838696963998635,0.796906866109146
"330","GB44511",4,3,28,28,16,34,21,30,60,48,104,53,-0.662450713257902,2.01485293091831,0.0631287110432609,0.796906866109146
"331","GB44512",196,474,408,420,485,367,638,516,374,421,451,333,0.675209301676565,5.90519209981588,0.0542829967504451,0.796906866109146
"332","GB44513",84,31,208,211,145,551,149,190,444,704,1047,285,-1.09186568806346,5.15816026209126,0.00757193423289819,0.796906866109146
"333","GB44528",48,183,64,69,121,45,134,121,95,91,119,138,0.960256236432721,3.94746862301157,0.0371932336698585,0.796906866109146
"334","GB44533",41,6,102,74,44,139,64,116,182,332,418,450,-1.15908401384722,4.09261420118062,0.00591166095492946,0.796906866109146
"335","GB44537",87,25,179,158,180,437,293,485,541,628,1117,458,-0.636887609698633,5.31215193784317,0.0511077413826332,0.796906866109146
"336","GB44548",135,20,273,154,664,1400,299,161,1411,675,876,887,-1.06391717363279,5.97116256056986,0.0503780946386394,0.796906866109146
"337","GB44552",399,2444,213,46973,808,452,160,1010,3811,358,819,296,-2.09389598496026,9.30150900258449,0.027696365178932,0.796906866109146
"338","GB44557",56,26,100,136,117,174,143,141,276,276,391,169,-0.471838890148138,4.21544257284243,0.0634744911712912,0.796906866109146
"339","GB44561",64,129,31,2083,79,89,63,98,284,68,98,60,-1.50570695656787,5.09309317712257,0.0279922889751637,0.796906866109146
"340","GB44582",49,215,49,90,70,81,93,109,198,129,172,216,0.790692436189981,4.13373078653351,0.0876246869594095,0.796906866109146
