"","ID","NP.1","NP.3","NP.4","NP.5","NP.6","NS.3","NP.2","NS.1","NS.2","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"198","GB51206",10774,17483,8294,28990,11645,5997,7880,12138,13785,5099,6701,6244,1.85580687972535,10.7866885835892,4.82813084765407e-05,0.0020731838546964
"199","GB54738",8,0,8,11,20,24,30,30,103,66,136,78,-1.66448842300012,2.17198274944637,4.77905105678793e-05,0.0020731838546964
"200","GB44183",69,40,140,179,122,307,172,222,648,526,688,646,-1.23577670383004,5.02752310107886,4.95894125473019e-05,0.00207600226307248
"201","GB48610",1585,3209,1089,4341,1616,1263,1062,1741,1917,923,1102,1061,1.81973488993949,8.13963971946864,4.96090005183889e-05,0.00207600226307248
"202","GB52810",18,5,48,68,47,131,51,63,284,318,578,181,-1.90175764743448,3.87519730178248,4.9048233509869e-05,0.00207600226307248
"203","GB56016",1025,1029,947,2549,1021,772,945,1225,1148,619,680,622,1.51391031130113,7.25274752731356,4.956359138988e-05,0.00207600226307248
"204","GB45933",48,105,112,259,86,94,81,83,120,78,80,66,1.32349253231486,3.83434806453654,4.99739905957964e-05,0.0020810247554475
"205","GB45216",27,11,61,61,51,99,67,124,255,202,342,170,-1.24840440789456,3.67711355440689,5.1558114051673e-05,0.00213054686495095
"206","GB48267",349,701,264,415,400,255,350,399,333,274,240,214,1.73085005346237,5.85399048999119,5.21664211783165e-05,0.00213054686495095
"207","GB52684",2223,2442,2032,5731,2415,1612,1751,2490,2682,1441,1825,1533,1.5003965582387,8.41869604789558,5.20271350098258e-05,0.00213054686495095
"208","GB55453",56,35,99,100,89,197,134,225,336,344,497,361,-1.06742843365813,4.46448935544712,5.2068640097405e-05,0.00213054686495095
"209","GB40827",59,62,101,101,73,77,85,71,62,44,22,51,1.43269079743101,3.30298756434143,5.24255121250577e-05,0.0021308838540783
"210","GB52649",65,71,59,145,81,70,76,81,83,41,66,39,1.32690270122938,3.3892905005681,5.27547889640013e-05,0.00213405682023424
"211","GB54964",881,2133,826,2987,1144,647,634,1172,1428,600,789,612,1.85935546611109,7.53275053456953,5.33327906333501e-05,0.0021472135375844
"212","GB40531",29,9,21,43,36,42,74,92,176,131,196,208,-1.13931485255992,3.22962003138108,5.39447878836787e-05,0.00216160836354647
"213","GB55150",3726,3487,4144,9022,4596,2637,3393,4469,4483,2660,3092,2658,1.44589649113393,9.16736701806941,5.42161780865705e-05,0.00216228372227895
"214","GB44068",245,330,231,408,240,234,195,273,282,229,249,199,1.24368846071138,5.26610932465508,5.52051174776157e-05,0.00217009464085731
"215","GB47610",8992,12333,6707,23992,9267,4940,6275,9650,11311,3419,5957,5307,1.79174211091427,10.4323414715156,5.58366159108465e-05,0.00217009464085731
"216","GB47812",18,15,47,70,54,112,89,109,287,250,258,184,-1.22700843065552,3.70809261963559,5.5752651447461e-05,0.00217009464085731
"217","GB53010",14630,22977,11354,31533,17635,8928,9681,16083,18321,6865,10224,8718,1.75542850029689,11.1793941408311,5.60065369533304e-05,0.00217009464085731
"218","GB53090",355,544,499,1277,536,543,487,560,505,441,455,361,1.28201192981098,6.28140089545063,5.48040558483882e-05,0.00217009464085731
"219","GB55160",70,12,187,116,113,253,197,238,1016,581,731,659,-1.50896694112724,5.11479368453879,5.62002143600479e-05,0.00217009464085731
"220","GB55301",73,36,131,250,100,330,126,238,506,732,1335,719,-1.59054482323285,5.25680362496359,5.58314275250754e-05,0.00217009464085731
"221","GB54320",37,22,87,111,76,170,111,159,338,263,475,480,-1.2656264327624,4.33899288358936,5.73102390309403e-05,0.00220294335098569
"222","GB50408",2045,3932,2168,8499,2034,1462,1386,2556,3299,1338,1990,1168,1.82155655507347,8.66690224529282,5.80477066005887e-05,0.00222123994401802
"223","GB47612",124,115,109,326,132,104,130,161,162,112,100,103,1.24732942714034,4.28786914685775,5.897142032661e-05,0.00223643846283282
"224","GB51337",91,24,111,135,135,229,209,287,468,428,679,654,-1.14169087317599,4.91262010734583,5.89672035027856e-05,0.00223643846283282
"225","GB54198",14,13,42,43,42,85,44,70,203,136,237,277,-1.48310309017374,3.39687263219456,6.02886420456002e-05,0.00227623117412166
"226","GB55183",10,6,26,38,14,41,45,65,116,88,139,116,-1.20606220534089,2.66081894348058,6.07688767783232e-05,0.00228421065589317
"227","GB40647",11,2,27,14,19,50,52,36,169,95,178,123,-1.55551056211275,2.74424922581716,6.19156768643263e-05,0.00230690208316865
"228","GB54691",539,879,717,1959,715,741,572,798,770,517,673,401,1.41956641416402,6.81602100114489,6.18529583836086e-05,0.00230690208316865
"229","GB46700",241,52,216,231,235,844,465,706,1039,1263,2006,1423,-1.50871807636457,6.22091414303732,6.38656331914683e-05,0.00236916399109835
"230","GB41166",34,134,48,44,74,37,83,49,36,31,24,31,2.18537608058602,3.16320929535671,6.49762480732257e-05,0.0023791949456123
"231","GB46251",17,7,21,23,33,73,40,73,97,113,188,129,-1.40241118664928,2.87530160009235,6.48334326564792e-05,0.0023791949456123
"232","GB54163",81,20,60,63,42,174,149,222,242,295,505,566,-1.40676160302818,4.40660389131873,6.47998703158908e-05,0.0023791949456123
"233","GB44892",67,95,88,100,122,62,40,98,82,69,45,36,1.41931684632912,3.50575056063274,6.59190749503375e-05,0.00239308778505606
"234","GB52468",4362,6912,3857,10908,4628,2231,3429,5135,5878,1948,2963,2738,1.80361191709923,9.4783279172862,6.58152353472466e-05,0.00239308778505606
"235","GB41888",19,9,41,23,35,112,60,67,166,167,256,199,-1.52917512757282,3.34165702524168,6.63076293463568e-05,0.00239695026083958
"236","GB40750",8,9,17,21,15,44,28,42,102,93,136,67,-1.40353684228045,2.40032570187324,6.67932688369813e-05,0.00240427465580575
"237","GB48781",196,241,284,494,249,234,252,316,290,238,255,214,1.09140581057948,5.24202830929017,6.82748427007042e-05,0.0024472353955379
"238","GB50601",5867,12560,5289,19196,7787,4378,4221,8266,8580,3311,4613,3809,1.8414888648696,10.1847485139564,6.85982354907659e-05,0.002448495842412
"239","GB53918",312,424,283,1123,318,241,284,431,481,212,321,270,1.46485691839472,5.81391500758045,6.91544037939123e-05,0.0024580194988673
"240","GB41701",87,31,176,167,167,307,236,351,601,620,788,584,-1.10570386816393,5.16812691197044,6.99615725407585e-05,0.00246935507022773
"241","GB50918",2417,3797,2003,6178,2760,1629,2093,2788,3269,1551,2047,1647,1.64928048795425,8.67641844215045,7.00546876898037e-05,0.00246935507022773
"242","GB53787",192,76,186,140,277,553,560,543,1138,1068,1490,1535,-1.29631273184935,6.06292612130701,7.03997439401268e-05,0.0024712637387247
"243","GB48293",927,1302,1000,3067,955,838,829,1117,1393,752,867,676,1.50437333572507,7.38299249328104,7.15339439906222e-05,0.00250074425596846
"244","GB45408",85,36,136,234,180,292,298,294,721,626,1021,718,-1.12431052312652,5.31228179341927,7.23934496204934e-05,0.00251013205929017
"245","GB45655",16,3,30,19,21,50,48,64,119,95,131,138,-1.30103961721961,2.72462802006717,7.21643972817534e-05,0.00251013205929017
"246","GB53749",12991,12479,9264,29190,13473,7897,9148,13423,14764,6170,8275,6854,1.58359623760529,10.7872277568771,7.29176966596893e-05,0.00251803184196773
"247","GB42017",321,248,432,617,468,435,400,404,483,364,434,334,0.908131778207577,5.7861306706291,7.62805792625544e-05,0.00261291742272339
"248","GB53598",17,14,27,30,40,51,43,65,321,139,246,90,-1.44401303612161,3.2056416154811,7.60087442068494e-05,0.00261291742272339
"249","GB40996",21,13,20,27,23,113,33,98,225,75,149,147,-1.63171620746139,3.0771591699387,7.86088333408861e-05,0.00267371860018816
"250","GB53014",48,28,199,180,52,244,111,355,442,500,886,687,-1.51642582755223,4.98615816319142,7.8685067692412e-05,0.00267371860018816
"251","GB41629",28,10,27,31,27,52,67,76,135,151,174,172,-1.13344963855868,3.1018692409896,8.00968013978125e-05,0.00271084592778652
"252","GB40061",5,7,10,15,13,42,19,32,86,64,63,85,-1.55511710161274,2.04331716329846,8.30081932971628e-05,0.0027944142188522
"253","GB51110",7,9,12,22,22,37,6,56,123,76,108,104,-1.73022568140175,2.3883315513576,8.32238725567519e-05,0.0027944142188522
"254","GB54344",339,424,371,967,364,455,420,472,456,301,349,323,1.21763930059163,5.95431373029079,8.36601657205336e-05,0.00279800436140131
"255","GB49730",4,1,30,3,21,35,27,30,149,119,213,107,-2.06575776579409,2.63520992251764,8.44610541212904e-05,0.00281371237160926
"256","GB45523",327,246,448,1049,471,460,520,499,459,327,416,316,1.10596227886938,5.94416580064477,8.47985603960704e-05,0.00281392097876804
"257","GB41138",17,6,44,26,43,65,52,55,238,163,328,132,-1.49887638924703,3.30712955030478,8.6204206751689e-05,0.00284048381317723
"258","GB43537",423,383,672,1464,509,555,547,598,636,338,542,502,1.17734474424239,6.33743886080673,8.62677838492909e-05,0.00284048381317723
"259","GB53395",184,161,205,252,273,170,231,258,202,198,184,165,1.08800648469321,4.85203773181393,8.7767015722386e-05,0.00287869034193695
"260","GB51652",880,144,762,477,553,2014,1013,1458,6347,3956,9256,3569,-1.82022713466524,7.93538491713145,8.89307259492757e-05,0.00290564044976576
"261","GB41251",101,88,152,239,115,129,148,147,130,101,122,128,1.0207928326654,4.1802263488789,9.02908903365415e-05,0.00292756150156076
"262","GB48789",17,10,21,20,30,87,28,54,152,117,136,143,-1.54412214355602,2.88077073876235,9.01609301042648e-05,0.00292756150156076
"263","GB40018",183,152,325,396,294,274,368,287,263,251,229,201,1.01929905802293,5.17285296812847,9.21266341402911e-05,0.00297290835059453
"264","GB46209",15,10,41,58,36,108,71,103,196,176,274,122,-1.28873682053104,3.4080872592183,9.23893825258335e-05,0.00297290835059453
"265","GB44590",41,12,36,74,31,104,38,131,270,108,351,285,-1.51869377510228,3.67483389346179,9.31175084080632e-05,0.00298269455485249
"266","GB52712",5,0,11,6,19,25,30,28,80,66,113,72,-1.62013395624065,2.02463335906861,9.3731548695227e-05,0.00298269455485249
"267","GB55591",1002,364,919,796,1441,1946,3224,3164,6508,6022,7585,10119,-1.3575425776972,8.51051219151999,9.37468447493366e-05,0.00298269455485249
"268","GB42723",535,712,387,1238,589,383,520,694,655,293,387,413,1.52106283376771,6.40509092740409,9.66978244662556e-05,0.00299798547022205
"269","GB48306",26,9,39,43,75,96,85,117,222,211,314,188,-1.22623911997375,3.63972357532583,9.62843425840674e-05,0.00299798547022205
"270","GB50184",32,6,56,53,43,122,75,116,164,190,334,314,-1.4297232761611,3.71754268904508,9.57491193937176e-05,0.00299798547022205
"271","GB52144",43,15,40,95,30,249,78,143,227,233,500,327,-1.66807568383439,4.09986634154128,9.47750749329091e-05,0.00299798547022205
"272","GB52632",242,507,218,757,354,211,273,398,420,200,260,213,1.54602669357616,5.67615083744843,9.5697979178266e-05,0.00299798547022205
"273","GB54295",16,4,15,21,10,32,37,43,86,67,116,122,-1.31721381863806,2.37355836139795,9.64079467475529e-05,0.00299798547022205
"274","GB55392",6,4,33,35,29,64,29,60,219,99,123,154,-1.59766553688893,2.89473995017442,9.5932937419952e-05,0.00299798547022205
"275","GB44643",27,11,48,52,35,111,64,89,198,182,221,195,-1.23974998347104,3.46095955157204,9.87702607760316e-05,0.0030365776495586
"276","GB50223",5,2,7,16,12,30,20,31,52,30,85,119,-1.68045102512442,1.91409348156227,9.90149510215105e-05,0.0030365776495586
"277","GB51224",169,255,257,474,306,276,379,289,288,248,174,150,1.26025346838911,5.2649122128936,9.90104287635257e-05,0.0030365776495586
"278","GB45380",469,352,529,1210,376,433,480,549,587,361,518,392,1.15921076045324,6.15179871801986,0.000100143025727626,0.00304915771883935
"279","GB51962",54,52,139,78,142,340,157,289,509,465,557,656,-1.30307065905118,4.93114670587711,9.98933292639867e-05,0.00304915771883935
"280","GB51210",16,10,27,27,31,91,53,54,155,109,206,169,-1.40291368098285,3.07472253915616,0.000100753053243644,0.00305661471928612
"281","GB54484",265,238,331,643,317,310,274,330,402,314,374,299,0.946828098528682,5.524331964333,0.00010110756163854,0.00305661471928612
"282","GB54649",129,80,192,171,222,382,278,408,854,648,1002,833,-1.04026720939274,5.52274805158294,0.000103075694188794,0.00310506390827591
"283","GB41625",676,179,417,780,498,1292,1659,2432,3140,2692,3991,4998,-1.32475385379492,7.60690117561122,0.00010619377673107,0.00316975554180183
"284","GB51623",270,296,404,679,343,361,419,404,428,324,361,318,1.0405061253484,5.7135902873744,0.000105919196403332,0.00316975554180183
"285","GB54496",116,62,197,207,254,635,581,706,963,675,1338,1097,-1.17386202430251,5.89125714633457,0.000106342593221133,0.00316975554180183
"286","GB40808",180,106,347,433,518,954,659,882,2519,1305,1903,2452,-1.35401317468544,6.70190481281648,0.000107272678985184,0.00317516178828563
"287","GB47743",10,11,35,36,44,79,55,77,239,118,211,133,-1.31230223739542,3.19525847730945,0.000107645273104916,0.00317516178828563
"288","GB50011",47,19,85,76,39,166,127,180,249,242,457,291,-1.17948336359971,4.1248834917843,0.000107169377892773,0.00317516178828563
"289","GB53652",25,27,40,85,46,25,40,30,49,39,29,30,1.25377459593739,2.41962524139882,0.00010851156478745,0.00318963924868301
"290","GB49788",241,251,359,596,394,387,355,353,424,319,342,165,1.03165011544616,5.57138072156591,0.000109895813375711,0.00320812692311568
"291","GB54688",346,186,352,715,328,329,308,423,402,304,321,236,1.01264413335525,5.57393894117743,0.000109818336506521,0.00320812692311568
"292","GB43686",187,197,279,491,269,243,310,322,244,232,258,256,1.03200597387723,5.22026287947428,0.000110685492927742,0.00322011391240126
"293","GB45101",28,21,79,175,99,215,43,307,889,257,322,597,-1.72737820990488,4.6624236669289,0.000111951410047642,0.00324582671793419
"294","GB55239",88,22,114,182,106,373,253,407,654,346,731,496,-1.20863420867699,5.0325945648049,0.000112625163802703,0.0032542543078366
"295","GB53270",630,910,604,2609,688,526,596,848,1001,413,700,539,1.54701604419066,6.91481265733605,0.000113114498154889,0.00325731410788402
"296","GB50355",471,444,541,927,556,467,500,676,566,418,438,422,1.13903642833759,6.2309618872313,0.000113743761013759,0.0032643690872023
"297","GB52638",116,89,140,156,292,104,199,145,195,126,137,113,1.17744596186522,4.35986276830621,0.000114323383886668,0.00326995672093349
"298","GB48936",15,3,174,54,16,394,140,484,383,392,1506,651,-2.52757383310244,5.07133399463847,0.00011588293845679,0.00330344148386051
"299","GB48305",11,0,24,25,34,93,30,71,131,137,224,151,-1.94026913526607,3.00642619565224,0.000116476497535829,0.00330925701192933
"300","GB42147",34,21,40,37,49,66,113,141,268,140,199,302,-1.04879941367169,3.65913122367056,0.000117616802045324,0.00331677480389036
"301","GB51041",18,2,21,19,43,47,43,72,149,98,161,182,-1.44570803060596,2.9134103184632,0.000117912417984095,0.00331677480389036
"302","GB53539",194,232,300,530,324,188,319,385,311,234,246,254,1.14144248223572,5.33101508111487,0.000117304714145017,0.00331677480389036
"303","GB40259",408,397,436,1288,530,371,416,558,664,383,465,449,1.17681068289469,6.17762746677551,0.000119354050665793,0.0033462464039799
"304","GB41633",9552,10212,6194,26923,9265,5046,5330,10200,12375,4330,6137,4622,1.6666562566371,10.4063179316326,0.000121311700565696,0.00336778724282871
"305","GB50378",37,10,61,80,58,109,73,137,229,200,315,282,-1.17395021555671,3.81095242471068,0.000121089070951678,0.00336778724282871
"306","GB51963",725,3104,667,1783,996,840,983,1055,970,656,807,694,2.01615039469261,7.63028226545527,0.000121071259922704,0.00336778724282871
"307","GB40686",260,289,295,816,290,323,277,365,439,277,313,236,1.10787868393428,5.58342030046232,0.000122371736576158,0.00338614951861388
"308","GB50025",158,175,117,290,123,107,111,164,202,98,163,101,1.29205299512441,4.45496953561533,0.000124043611795992,0.00338826521609952
"309","GB50787",68,15,84,82,90,229,193,164,311,391,738,554,-1.36205744289774,4.64653432241457,0.000123591468967965,0.00338826521609952
"310","GB51146",2966,5076,1265,7847,2618,1102,1248,2517,4151,675,1821,1161,2.07795205276024,8.78749436527475,0.000124026807447642,0.00338826521609952
"311","GB51625",138,120,196,227,157,216,199,178,106,145,130,105,1.09283398346983,4.49287863490765,0.00012364606925185,0.00338826521609952
"312","GB45496",710,812,498,1814,609,522,470,762,974,379,566,386,1.47577094947877,6.7008515043817,0.000125732366604901,0.00342338607150204
"313","GB40252",593,953,661,2074,743,597,859,909,882,481,636,605,1.48123381949418,6.91855783980901,0.000128202585865042,0.00345175000943728
"314","GB46478",47,29,75,65,114,155,180,185,459,332,350,361,-1.00978970930829,4.38016911105111,0.000128071444741109,0.00345175000943728
"315","GB53150",70,34,147,128,153,267,224,259,539,473,799,460,-1.05425778976409,4.95353371984931,0.000128399411769533,0.00345175000943728
"316","GB54230",19,17,63,58,50,109,70,103,275,184,243,216,-1.17947529140764,3.63825155924855,0.000127928932859581,0.00345175000943728
"317","GB47281",34,18,101,113,65,201,85,130,419,345,468,316,-1.35380491173777,4.30520798661386,0.000129727849760521,0.00347646083191049
"318","GB47843",173,119,266,372,303,179,294,280,287,229,246,209,0.947657952588055,5.0157072079761,0.000130503870408145,0.00348625905382764
"319","GB44155",32,15,42,56,86,107,168,149,224,301,384,277,-1.06956850408393,4.01444930008963,0.000131558964353304,0.00349951821990574
"320","GB44213",169,18,219,153,186,515,283,437,1342,780,1385,836,-1.51305013291591,5.72433608039728,0.000131824111874024,0.00349951821990574
"321","GB54095",47,13,32,33,62,95,112,131,259,216,247,251,-1.14408624907574,3.73669686993908,0.000132618934924857,0.00350965062986499
"322","GB41658",6,14,21,35,16,52,22,62,168,78,117,135,-1.50496998568902,2.70108670430509,0.000134316932129017,0.00352419378284508
"323","GB47886",1445,1612,1484,4024,1749,1093,1374,1785,2243,963,1499,1169,1.39286943862804,7.91685224930987,0.000135101265201728,0.00352419378284508
"324","GB48875",52,25,118,281,34,1235,20,356,1787,1147,713,1174,-2.84802197411464,5.83317053415169,0.000135568787735423,0.00352419378284508
"325","GB51405",14,2,30,19,21,45,18,48,92,104,131,139,-1.56719477468448,2.57554284155833,0.000134131247863378,0.00352419378284508
"326","GB51555",11,5,46,34,25,48,44,49,213,154,186,126,-1.38993890495374,3.0249262914694,0.00013565760647326,0.00352419378284508
"327","GB52157",19,25,54,87,44,97,85,126,354,157,272,268,-1.15579573384627,3.79668698410237,0.000135153438566721,0.00352419378284508
"328","GB42328",13,0,37,35,23,51,43,67,145,163,240,142,-1.63996559126334,3.03613791126809,0.000136366891699361,0.00352537954684161
"329","GB46130",13,0,28,25,20,73,64,66,134,121,221,188,-1.68759281678619,3.03761371966225,0.000136948234309327,0.00352537954684161
