"","ID","NP.1","NP.3","NS.1","NS.2","NS.3","NS.6","NP.2","NP.4","NP.5","NP.6","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"228","GB40478",12,10,17,35,18,46,9,31,67,32,74,117,-0.773181117933958,2.18270042627642,0.0659159069020698,1
"229","GB40479",72,56,132,136,136,197,171,211,224,183,266,210,-0.106044691122195,4.31835878655671,0.627647001347806,1
"230","GB40480",66,33,105,141,122,181,114,241,474,263,499,388,-0.222492022218109,4.54610476698418,0.38448472324311,1
"231","GB40483",56,42,110,149,85,108,120,131,201,135,174,187,-0.13829110468357,3.90788009647311,0.54511086583791,1
"232","GB40489",2784,4946,3052,12399,3926,2460,2227,3942,5973,2431,3389,2233,0.174451011260471,9.23191933289604,0.670484070799464,1
"233","GB40490",11,16,33,55,24,53,39,47,99,73,85,67,-0.0944575275299739,2.55849285009461,0.729086240502467,1
"234","GB40491",171,104,209,428,217,315,212,298,336,265,329,270,-0.181745236861644,5.04205828968158,0.402749491353444,1
"235","GB40492",1937,902,3296,5249,2965,2942,4579,4067,2957,2533,3848,3444,-0.227674887541397,8.65137878146971,0.477063053008304,1
"236","GB40493",89,19,43,68,26,82,34,56,47,35,120,57,-0.0160612120359561,2.90346966438602,1,1
"237","GB40494",12,17,20,29,29,25,18,22,20,31,19,20,-0.0698572846344422,1.61864896625084,0.972429004377951,1
"238","GB40495",33,27,45,51,65,49,83,68,102,78,73,102,0.153105619830219,3.0098744332721,0.553831574405738,1
"239","GB40496",12,5,54,60,39,93,42,74,195,163,282,137,-0.475698240498008,3.32464757435805,0.201240300115735,1
"240","GB40498",252,124,403,417,566,1048,684,871,1553,1414,2099,1985,-0.355044772884558,6.65383134084166,0.26370781225588,1
"241","GB40500",163,53,251,294,204,308,339,436,811,644,807,567,0.042381080885694,5.46302317577744,0.875539514769565,1
"242","GB40503",99,25,112,145,89,244,164,210,334,254,506,217,-0.157011560274904,4.46554181663068,0.561398732394373,1
"243","GB40504",28,12,55,81,68,113,109,148,304,230,366,359,-0.288460690032704,4.01233016518462,0.299574634005145,1
"244","GB40506",8,6,8,19,20,28,32,31,74,43,61,76,-0.0375861892431525,1.96009333323132,0.891044683214929,1
"245","GB40507",75,55,103,119,148,144,160,149,173,169,161,126,0.0847470906684515,4.05199967812685,0.715688988860802,1
"246","GB40508",24,26,47,54,34,74,66,59,78,90,67,79,0.0798118121442405,2.85747686165771,0.749795885974017,1
"247","GB40509",157,130,223,335,247,197,277,280,339,256,300,191,0.123445806468922,4.97569083825035,0.585240181036687,1
"248","GB40510",236,179,473,508,384,483,467,491,515,462,547,364,-0.0964095795952619,5.74609196109965,0.675060061892247,1
"249","GB40511",27,18,198,137,102,351,382,614,213,289,648,297,-0.144719453684349,4.88421409686385,0.716903768273413,1
"250","GB40513",414,306,608,719,710,831,945,1041,1173,1096,1370,1118,0.0426779170411173,6.67984404734036,0.862852918772494,1
"251","GB40514",110,57,221,272,128,187,233,282,307,315,333,258,-0.0274612249382796,4.73943130310838,0.895635407279038,1
"252","GB40515",145,105,224,425,176,358,282,359,660,559,654,493,-0.0478402775636535,5.39352052555183,0.835505433307437,1
"253","GB40517",33,25,99,137,68,80,50,186,389,116,206,178,-0.0300937884130361,3.83778383734151,0.907857668998079,1
"254","GB40519",55,27,83,94,101,132,83,142,368,192,267,213,-0.0327523346030943,4.01475144181283,0.880765140449097,1
"255","GB40521",34,21,42,26,42,38,59,93,129,91,159,158,0.0766797502806093,3.0862632195306,0.790345469490087,1
"256","GB40523",6,23,15,12,24,24,38,32,50,65,111,64,0.103437216915262,2.20231022684697,0.751479569272169,1
"257","GB40531",29,9,21,43,36,42,74,92,176,131,196,208,0.0334870974327833,3.22962003138108,0.9511551281431,1
"258","GB40534",55,43,76,130,232,107,265,156,296,207,239,157,0.126886416431367,4.27108229519018,0.683950978924524,1
"259","GB40537",263,237,349,749,397,363,415,444,750,482,548,374,0.0666532504679127,5.82110694569111,0.780587968832328,1
"260","GB40538",80,92,157,151,191,192,233,198,195,200,214,136,0.0961523341542706,4.44704288675855,0.695504012485535,1
"261","GB40539",4539,2198,5674,10902,5872,5571,7353,8483,6221,5008,7396,7184,-0.146506441423327,9.65050803207018,0.63954506866291,1
"262","GB40540",43,16,139,105,76,173,97,129,257,289,292,226,-0.320619162303166,4.08178979981837,0.281046170073674,1
"263","GB40541",12,41,34,34,66,32,23,68,161,46,38,82,0.353923652552133,2.73444675257879,0.408524785448213,1
"264","GB40543",154,76,229,222,242,271,307,312,589,429,472,519,0.00448448146683775,5.1967077115204,0.996528227340171,1
"265","GB40545",8,7,13,23,23,12,20,31,46,35,46,40,0.000247209363271867,1.63483367109546,1,1
"266","GB40546",45,109,52,107,63,39,50,60,42,47,46,36,0.670758262103777,3.2044239222944,0.0960887485870129,1
"267","GB40554",15,15,22,37,36,37,60,47,88,69,96,61,0.147893437590109,2.51775694773187,0.602230813442148,1
"268","GB40555",71,63,92,101,106,117,135,187,221,176,221,199,0.210202064444742,4.08769843061826,0.336528171833608,1
"269","GB40556",44,44,72,101,65,90,83,97,165,91,119,107,0.0588212798133623,3.47709847220408,0.78088156235842,1
"270","GB40558",404,219,824,932,776,1038,996,934,1041,1028,1234,846,-0.226931804209472,6.68586883095232,0.386730264881984,1
"271","GB40559",190,94,278,241,213,321,256,323,301,384,372,247,0.0337018030545115,5.06477904146821,0.875738345349724,1
"272","GB40560",23,15,42,63,40,50,39,63,96,76,108,67,-0.158181373380082,2.75385973212025,0.52568845025542,1
"273","GB40561",24,15,47,44,46,46,42,49,69,57,57,64,-0.166409311239225,2.55212420212785,0.519145567092526,1
"274","GB40562",62,37,101,97,77,99,90,102,147,112,125,133,-0.0653716773628669,3.61815614377463,0.809413427777743,1
"275","GB40563",123,89,434,524,391,432,481,463,854,630,644,403,-0.184468416508147,5.70992603880369,0.475759830821823,1
"276","GB40564",61,39,84,118,89,138,124,160,223,162,244,189,-0.0370113213563952,3.98561598782158,0.865769493612654,1
"277","GB40565",35,74,54,58,81,124,74,79,277,260,240,341,0.055875391245928,4.0160188843716,0.874074854060134,1
"278","GB40566",192,76,126,252,209,105,174,247,216,145,308,245,0.0572916774128083,4.61182029085852,0.824810072664166,1
"279","GB40567",78,31,84,171,135,110,178,168,230,105,168,247,-0.119536959595288,4.08417772125036,0.644373145131144,1
"280","GB40572",20,8,39,51,25,39,27,50,79,47,75,64,-0.279385126377355,2.38413860001083,0.303495536364217,1
"281","GB40574",443,306,773,912,686,912,738,851,1107,1051,1160,839,-0.104516925622436,6.64039994490507,0.672578737436234,1
"282","GB40576",3511,1687,5634,8815,4863,6123,6520,7308,6282,6186,8648,7529,-0.260178287730332,9.53229218333276,0.37599689073683,1
"283","GB40577",80,34,223,143,110,308,203,354,440,430,742,389,-0.261068586249366,4.94954201023373,0.35426749936701,1
"284","GB40578",55,26,100,125,112,142,152,180,343,252,295,191,0.0637494815249723,4.19162428950672,0.826276030963263,1
"285","GB40580",190,95,260,320,278,266,278,331,406,285,332,312,-0.0418474110777469,5.12019711482075,0.846668465076562,1
"286","GB40589",178,146,323,550,260,352,354,499,621,504,593,509,-0.0558928740522777,5.59889514380074,0.806264901393558,1
"287","GB40592",102,31,210,216,149,270,200,274,663,432,785,446,-0.27151876518701,5.06033815354836,0.318546391367806,1
"288","GB40594",18,11,39,47,33,53,62,103,294,142,241,247,-0.0401040396136811,3.46014435534597,0.860200502494439,1
"289","GB40595",138,157,216,346,199,179,262,275,245,190,233,240,0.121137384663854,4.8944666723239,0.627825124501315,1
"290","GB40596",84,72,246,280,199,267,236,240,352,342,307,270,-0.221264822788607,4.85249716570306,0.319630540168641,1
"291","GB40598",50,63,53,84,101,55,74,131,189,95,105,137,0.361571688058252,3.58208587906419,0.225757901433376,1
"292","GB40599",6,9,32,23,17,28,25,40,84,51,58,53,0.031147878604605,2.05752738337234,1,1
"293","GB40600",42,27,45,63,53,32,50,93,80,33,30,57,0.350582035267652,2.74730739856435,0.295315932376266,1
"294","GB40603",97,49,116,152,162,362,213,242,447,580,737,377,-0.129823335386808,4.99214906198967,0.643855263271765,1
"295","GB40608",1184,216,466,1001,83,1532,2065,1513,950,763,815,1022,0.704206151144185,6.93249626339948,0.164748558934101,1
"296","GB40614",20,12,13,30,23,23,28,64,103,71,47,36,0.830118321060197,2.21687528552378,0.0103894262999356,1
"297","GB40615",72,27,72,170,139,208,171,310,330,570,929,232,-0.110681083855573,4.80060021869548,0.727278763160646,1
"298","GB40616",13,13,43,34,21,30,26,19,55,55,26,39,-0.0700074351167206,2.0072412658336,0.840917968213141,1
"299","GB40617",10,7,23,35,18,32,48,43,101,81,95,56,0.215816711898388,2.36317196326126,0.50573823296943,1
"300","GB40618",2231,6287,1117,26234,3632,1370,790,3546,5868,934,2319,858,-0.206178677194331,9.42302093765077,0.743481507246254,1
"301","GB40619",4756,2357,17308,9897,15624,8897,8949,8813,28546,16191,10086,4976,-0.179672160606894,10.4104309763534,0.653199525972196,1
"302","GB40624",129,157,86,172,140,227,354,288,372,593,599,638,0.360736765955068,5.184876611439,0.240030734572992,1
"303","GB40625",25,17,52,39,58,48,40,113,246,104,115,234,-0.0188156579071614,3.31642843002784,0.93805641644792,1
"304","GB40626",651,2767,760,890,1628,733,604,3145,4347,763,1233,3107,1.04150487544335,7.92539647349171,0.0682998504783868,1
"305","GB40629",40,10,49,54,73,154,106,268,564,226,406,491,-0.0345895135725542,4.34679485237685,0.901881686306255,1
"306","GB40634",48,50,73,170,103,94,89,158,168,77,119,89,-0.0249452083022067,3.69934978049915,0.950228879304499,1
"307","GB40635",280,86,323,649,1976,289,1232,385,2551,814,437,361,0.054412159389127,6.51390454084675,0.921632145513377,1
"308","GB40637",8,12,50,56,37,55,39,48,117,90,132,89,-0.416880338105526,2.78808116355873,0.175994621568127,1
"309","GB40638",44,40,79,165,94,111,105,112,204,153,208,107,-0.131708687296196,3.81429781229174,0.588844013682176,1
"310","GB40639",479,11,206,296,260,518,244,275,266,563,1693,252,-0.392955803446501,5.58419673543534,0.450780077440999,1
"311","GB40647",11,2,27,14,19,50,52,36,169,95,178,123,-0.15205601999416,2.74424922581716,0.655033173952654,1
"312","GB40648",728,706,1151,1514,1698,1685,2166,2136,4882,2227,3217,3679,0.0655081559599495,7.92663422795846,0.821202159994623,1
"313","GB40652",119,74,149,196,187,255,229,296,364,318,352,266,0.100464840145724,4.79447754795564,0.627854319843034,1
"314","GB40653",1613,1151,3323,4790,2711,3252,3721,3228,2387,2366,3361,2801,-0.302117833709735,8.53160778517941,0.325051264562536,1
"315","GB40654",778,540,1385,1253,2532,1315,3292,1926,2403,1803,2164,2388,0.0218179201866659,7.78379143148191,0.948516291918516,1
"316","GB40655",194,69,313,307,262,277,402,352,319,316,356,311,-0.0507155946055683,5.16371511364872,0.830276512846928,1
"317","GB40656",163,72,242,390,228,380,280,427,489,487,588,399,-0.145270890636945,5.31866261241917,0.504685831153433,1
"318","GB40657",39,12,62,64,91,93,112,106,280,197,269,236,-0.111099135296661,3.80727403311232,0.655094369356659,1
"319","GB40670",440,157,330,396,450,581,699,983,985,1002,971,1459,0.189768564699836,6.33767693248362,0.491208663270267,1
"320","GB40671",17,7,13,28,17,21,11,48,94,35,70,87,-0.0481126710581068,2.09343457313918,0.897166540609758,1
"321","GB40672",75,79,137,137,148,157,149,218,322,255,265,225,0.149154235690128,4.43517107941383,0.497494892524806,1
"322","GB40673",4151,1909,5889,5927,5528,8378,14242,9409,5399,9785,8791,7411,0.218427553574199,9.78784628567639,0.526855433412506,1
"323","GB40674",150,117,260,390,393,342,409,456,448,433,448,345,-0.0469710291361598,5.40898658969166,0.833462357490332,1
"324","GB40676",36,20,55,59,51,166,88,111,282,247,372,245,-0.196266891544186,3.92718791262029,0.522201954153908,1
"325","GB40683",610,47,333,419,504,495,387,366,256,608,1221,333,-0.189197478185096,5.84645059781995,0.637226782340671,1
"326","GB40684",359,22,437,393,1394,403,568,218,196,458,2000,189,-1.18447080177632,6.05025704852186,0.0418762066681233,1
"327","GB40686",260,289,295,816,290,323,277,365,439,277,313,236,0.0873439527249498,5.58342030046232,0.747456691174156,1
"328","GB40690",12,30,59,50,90,76,66,138,369,135,160,257,0.0476887868673474,3.69680068330759,0.916889112737704,1
"329","GB40691",148,135,237,326,228,209,209,311,353,339,347,255,0.075113477541682,5.02413999004541,0.716675193110341,1
"330","GB40694",50,65,48,58,102,92,142,189,213,166,166,184,0.529038513546578,3.88831268488933,0.0615733445170553,1
"331","GB40695",432,366,2235,2088,304,3434,1048,1620,1045,4999,202,124,-0.0366693656154497,7.51181253611702,0.955160901339078,1
"332","GB40696",6087,5254,20401,17803,8910,11282,5491,7225,6588,21325,1300,1136,-0.203849881237514,10.3496932745539,0.705871931786833,1
"333","GB40697",10892,4569,21099,22207,13304,12658,9579,10950,9511,26396,1794,1503,-0.0326766230360732,10.6796057414448,0.950598645293389,1
"334","GB40700",889,576,1212,1162,1699,988,2449,1690,1906,1960,2129,1775,0.224254048746001,7.56169066266991,0.46073236509968,1
"335","GB40701",434,299,499,842,742,866,1196,1016,2025,2089,2267,1888,0.109982775749626,7.02887148716761,0.688553691108855,1
"336","GB40703",238,134,190,265,401,463,619,543,826,785,994,807,0.165672600270046,5.88278412104352,0.505058007163604,1
"337","GB40705",58,45,106,129,73,99,74,127,207,136,191,144,-0.0704013926360354,3.8002991100943,0.785815913626956,1
"338","GB40706",105,93,150,286,157,156,170,176,306,241,319,224,-0.0556936291353963,4.60960328898491,0.834341679408193,1
"339","GB40707",34,16,38,50,43,48,43,35,69,46,67,43,-0.0983817371995882,2.50784347289504,0.769532421625413,1
"340","GB40708",1759,906,3214,3915,2780,3576,4670,5042,4738,4816,6619,5016,-0.0990570514863991,8.83352408218541,0.724709649772134,1
"341","GB40711",2225,969,2922,4146,2874,3944,4660,5706,7294,6340,8819,6835,-0.0142608534363837,9.05663697894757,0.958848042279281,1
"342","GB40712",70,60,132,108,92,125,109,151,228,220,192,128,0.216311381857997,4.04134556411998,0.361728136705619,1
"343","GB40713",611,894,2501,6636,876,7187,2876,5777,2351,1252,4139,3375,-0.747860032843799,8.57523907054462,0.112854775592971,1
"344","GB40716",132,68,262,440,157,440,382,617,346,352,809,477,-0.313733306200106,5.4057765437072,0.266283820400697,1
"345","GB40717",20,24,53,83,32,77,35,76,126,75,143,111,-0.370257644158916,3.05350776215789,0.22180763093567,1
"346","GB40718",835,325,2370,2205,1779,2571,2621,2468,2902,3345,4862,2376,-0.361168258112281,8.08226112275469,0.2584821338504,1
"347","GB40719",26,27,13,20,40,25,57,42,33,48,44,41,0.667740675441353,2.23007311806436,0.0721121573972514,1
"348","GB40720",62,31,89,128,86,123,116,186,259,285,290,185,0.128391083595193,4.10734999242332,0.597576060339742,1
"349","GB40721",23,9,15,33,24,21,36,33,36,35,32,32,0.291048657275724,1.84251084464417,0.338352424462624,1
"350","GB40723",441,201,581,1087,542,784,529,719,853,732,1044,708,-0.298866901724537,6.38465893087889,0.235150251800539,1
"351","GB40727",108,152,303,427,227,258,149,340,508,267,389,433,-0.27271373261526,5.18626655194734,0.311313792081986,1
"352","GB40728",67,30,65,102,110,169,180,84,122,80,220,145,-0.301205873600476,3.80475920679761,0.323353899341484,1
"353","GB40731",12,16,9,37,28,36,31,46,71,44,93,68,-0.103906472436421,2.27261543028744,0.797765566006235,1
"354","GB40733",68,68,99,139,107,100,131,125,208,157,187,152,0.135435514709849,3.9999763229702,0.532347826177552,1
"355","GB40734",70,40,62,103,67,43,58,99,116,54,67,115,0.176249843713576,3.29091173420658,0.545409341041671,1
"356","GB40735",12622,26010,9280,37238,13331,14079,7328,18968,29144,13387,19487,15204,0.560877722210475,11.3618599966959,0.192139384941164,1
"357","GB40741",60,34,110,115,102,149,156,199,294,247,388,317,-0.149597394463733,4.32252832636711,0.489226220849945,1
"358","GB40744",161,89,189,273,190,233,268,335,336,322,386,230,0.161916075618171,4.93756694662203,0.444019677515496,1
"359","GB40745",71,107,119,327,120,95,111,129,245,187,198,112,0.0301013815468121,4.29053347489546,0.907460993980108,1
"360","GB40746",344,297,1064,1128,760,1243,690,930,1295,1055,1067,862,-0.383202343792359,6.76765909498764,0.160745357808824,1
"361","GB40747",161,127,246,510,229,333,241,403,713,484,500,257,0.0847537760745215,5.37290601664644,0.735914093495174,1
"362","GB40748",167,86,247,349,197,347,257,387,359,338,440,280,-0.0985106147542805,5.12241004912563,0.646729925223599,1
"363","GB40750",8,9,17,21,15,44,28,42,102,93,136,67,0.0132960247554255,2.40032570187324,1,1
"364","GB40758",832,386,1210,2334,1352,2359,1566,2919,5727,3181,4198,4503,-0.139797735099283,8.09471117779972,0.651044728861921,1
"365","GB40759",2464,1301,3238,5557,4265,5311,4326,7324,12244,7201,8309,8664,-0.00478534302330994,9.36018561094862,0.986542604061695,1
"366","GB40760",188,90,393,387,357,402,424,399,553,524,640,498,-0.240776978962236,5.57813401624789,0.278080459207029,1
"367","GB40764",82,107,119,351,119,146,177,208,553,364,403,516,-0.00317479700777358,4.8984307786546,0.999841167239047,1
"368","GB40765",200,120,346,461,363,493,618,584,955,994,1089,1239,-0.118933079446089,6.09900582313487,0.621295388733524,1
"369","GB40766",31,35,71,49,87,101,71,103,240,191,196,156,0.0666393449950503,3.65665402657265,0.829027924054859,1
"370","GB40767",443,455,777,1213,677,823,623,1072,1272,895,1080,736,0.0163529787816509,6.72261871672252,0.948978117173382,1
"371","GB40769",1784,353,2810,4024,2480,5002,1176,3351,4022,3608,7681,4040,-0.788818224920301,8.57597222639786,0.0371103737558967,1
"372","GB40770",6105,3670,16864,14092,6278,13857,22261,22958,14169,17403,20308,17937,0.0355307987022711,10.7623303737348,0.916378179179612,1
"373","GB40771",15,20,38,94,44,94,46,32,138,98,121,127,-0.524365447043478,3.05932846623144,0.127586796106896,1
"374","GB40772",9,4,14,32,6,27,9,32,51,42,122,100,-0.853717827439279,2.03942965015752,0.0499965407476098,1
"375","GB40773",230,73,280,371,186,404,264,568,579,685,1132,1009,-0.31866379897975,5.718968744661,0.26734029622654,1
"376","GB40774",28,22,55,54,43,70,55,87,116,93,161,120,-0.178927011086157,3.13050769335401,0.481231122538302,1
"377","GB40775",149,71,389,390,325,454,406,478,693,769,723,498,-0.14766865141098,5.65562886987537,0.542244977289441,1
"378","GB40776",637,508,1100,1868,1047,1313,1340,1933,1793,1475,2161,2248,-0.182058158267617,7.43427404628167,0.510543889421335,1
"379","GB40777",3483,1555,4899,7120,4602,4584,6094,6902,4282,4151,4979,5360,-0.0995473445463846,9.259869630978,0.752397034309225,1
"380","GB40778",112,73,127,147,114,152,127,157,189,214,184,134,0.221180446282511,4.20649656601064,0.316214919131462,1
"381","GB40779",2679,1933,3843,5388,2529,4297,3548,4098,3577,3805,3772,4088,-0.0210618303031421,8.88661860816385,0.94387846253976,1
"382","GB40780",309,183,388,533,381,431,474,520,599,550,582,451,0.0938677812987305,5.81331427423419,0.661920554326594,1
