"","ID","NC.1","NC.2","NC.3","NP.2","NP.4","NP.6","NC.4","NC.5","NC.6","NP.1","NP.3","NP.5","logFC","logCPM","PValue","FDR"
"229","GB40491",255,187,307,224,140,219,171,104,209,428,217,315,0.125697192949323,5.06690436432095,0.572692475864323,1
"230","GB40492",3175,2510,3986,3048,1913,2335,1937,902,3296,5249,2965,2942,0.0969202357013151,8.66418280453875,0.741771773207285,1
"231","GB40493",159,32,56,27,61,127,89,19,43,68,26,82,-0.151157482476074,3.32873155750308,0.744937172684195,1
"232","GB40494",23,17,32,7,10,24,12,17,20,29,29,25,-0.145301862823184,1.71586772154439,0.641317518443276,1
"233","GB40495",94,46,85,71,33,44,33,27,45,51,65,49,-0.173387538002394,2.99580960881974,0.539260980139556,1
"234","GB40496",33,38,190,53,8,118,12,5,54,60,39,93,0.313292133830008,2.93507923363477,0.495460986511523,1
"235","GB40498",516,387,1512,1101,298,525,252,124,403,417,566,1048,0.375034898919649,6.29551998328746,0.250014840751746,1
"236","GB40500",258,235,685,376,140,342,163,53,251,294,204,308,0.0420250177429226,5.21790567461549,0.857851267760842,1
"237","GB40503",158,116,346,190,55,199,99,25,112,145,89,244,0.092677909494327,4.32084273617909,0.746924780034001,1
"238","GB40504",97,74,284,160,49,99,28,12,55,81,68,113,0.200293013145199,3.61690773419012,0.481331358025242,1
"239","GB40507",133,92,165,107,58,92,75,55,103,119,148,144,-0.0491645932305578,3.98632315323224,0.811933806177776,1
"240","GB40508",58,36,132,62,43,55,24,26,47,54,34,74,-0.0198356620201341,2.95688613995898,0.971740305983069,1
"241","GB40509",241,193,273,176,138,169,157,130,223,335,247,197,-0.159036801616026,4.95673759303721,0.480289151321232,1
"242","GB40510",447,301,553,348,257,404,236,179,473,508,384,483,-0.0195501754775609,5.79188256607954,0.931020906483258,1
"243","GB40511",126,108,309,456,87,534,27,18,198,137,102,351,1.13806269108823,4.76454127950955,0.0138956303373249,1
"244","GB40513",896,605,1420,860,454,769,414,306,608,719,710,831,-0.0271445517310095,6.65977056115369,0.917837609464697,1
"245","GB40514",229,154,310,210,102,208,110,57,221,272,128,187,-0.0574858745610729,4.68386427061152,0.811589533970764,1
"246","GB40515",258,226,615,326,191,357,145,105,224,425,176,358,0.176169171067028,5.29978090919992,0.459858288277618,1
"247","GB40517",223,103,127,96,42,100,33,25,99,137,68,80,-0.275296654874655,3.72563768079826,0.376524967915268,1
"248","GB40519",184,119,172,144,52,70,55,27,83,94,101,132,-0.160599738467927,3.85371160678664,0.563473608437006,1
"249","GB40521",78,56,116,93,19,54,34,21,42,26,42,38,-0.414205420044703,2.89672952594782,0.179866546312239,1
"250","GB40523",19,32,113,41,21,21,6,23,15,12,24,24,-0.47486935804236,2.10544837808023,0.281868958314169,1
"251","GB40531",42,32,159,84,30,49,29,9,21,43,36,42,0.0724281321542966,2.72316618445897,0.785006661929051,1
"252","GB40534",142,109,234,145,70,108,55,43,76,130,232,107,0.256509862856258,4.10449322575509,0.362050330721962,1
"253","GB40537",485,388,402,400,325,210,263,237,349,749,397,363,-0.0297252619287954,5.83921060307215,0.913258084652348,1
"254","GB40538",136,173,228,125,109,149,80,92,157,151,191,192,-0.0698207247585564,4.47746737193656,0.772015692358467,1
"255","GB40539",6989,5321,7216,6908,3924,5171,4539,2198,5674,10902,5872,5571,0.088226685791662,9.72132913774719,0.770084177721975,1
"256","GB40540",85,53,298,118,28,164,43,16,139,105,76,173,0.122876700008411,3.83739311991102,0.728449583286184,1
"257","GB40541",72,55,30,57,30,20,12,41,34,34,66,32,-0.27600427626571,2.69579190836322,0.512196658293855,1
"258","GB40543",268,243,389,314,169,196,154,76,229,222,242,271,-0.0131703814364271,5.05221494920597,0.964315199193898,1
"259","GB40546",63,65,33,44,63,40,45,109,52,107,63,39,-0.550157114935645,3.40730991569177,0.213250512140236,1
"260","GB40554",43,33,77,43,28,41,15,15,22,37,36,37,0.0961963903158562,2.39680420182861,0.700597682444683,1
"261","GB40555",131,118,191,139,62,117,71,63,92,101,106,117,-0.194012681435856,4.00612277948825,0.398485466663519,1
"262","GB40556",89,65,120,68,50,76,44,44,72,101,65,90,-0.0947072399413688,3.45507504730878,0.680881335113205,1
"263","GB40558",823,471,1163,739,420,975,404,219,824,932,776,1038,0.245367615504385,6.67779005540447,0.377697420946629,1
"264","GB40559",251,158,452,242,116,356,190,94,278,241,213,321,-0.0515838825875194,5.1128726122748,0.830528968539559,1
"265","GB40560",29,35,80,42,14,63,23,15,42,63,40,50,0.167335520953936,2.5881002732499,0.604140026423866,1
"266","GB40561",50,19,69,43,17,42,24,15,47,44,46,46,-0.00695562796748258,2.5071475769527,1,1
"267","GB40562",88,79,134,80,53,72,62,37,101,97,77,99,-0.202626967278574,3.59558953487228,0.379509900886838,1
"268","GB40563",333,276,717,296,172,359,123,89,434,524,391,432,0.135714743367279,5.55667781082583,0.609330576553434,1
"269","GB40564",95,93,249,125,73,148,61,39,84,118,89,138,0.128889247048629,3.94831504896288,0.579487962314601,1
"270","GB40565",69,80,259,155,42,89,35,74,54,58,81,124,-0.167676343111609,3.74361007539336,0.623287783144323,1
"271","GB40566",200,113,272,257,76,103,192,76,126,252,209,105,-0.16998505078307,4.59935063556176,0.556263491796053,1
"272","GB40567",162,92,187,142,76,75,78,31,84,171,135,110,0.101538418779392,3.99567145792777,0.67841747437126,1
"273","GB40572",36,17,63,57,17,27,20,8,39,51,25,39,0.159925795078514,2.27376560182875,0.602312758902685,1
"274","GB40574",722,549,1015,755,410,694,443,306,773,912,686,912,0.0388018307152646,6.61610503654864,0.881249846735946,1
"275","GB40576",5425,4164,8065,6421,3153,5660,3511,1687,5634,8815,4863,6123,0.172582088124892,9.53958267452952,0.555068160129487,1
"276","GB40577",143,125,526,264,73,462,80,34,223,143,110,308,0.329714442717309,4.78191087992884,0.357640279461852,1
"277","GB40578",123,99,263,128,66,147,55,26,100,125,112,142,0.134901863873747,3.99394398709802,0.557460027557821,1
"278","GB40580",289,266,307,216,140,224,190,95,260,320,278,266,-0.125320869148222,5.1229912154061,0.570491914905705,1
"279","GB40589",373,263,544,377,167,294,178,146,323,550,260,352,-0.0130954965235266,5.49520800125115,0.9512820534578,1
"280","GB40592",146,100,494,365,63,303,102,31,210,216,149,270,0.35599220085521,4.75391287202309,0.28488930729958,1
"281","GB40594",58,45,173,98,25,62,18,11,39,47,33,53,-0.0196055939436571,2.89550576672548,1,1
"282","GB40595",233,171,215,200,162,136,138,157,216,346,199,179,-0.155948947489474,4.9171437086332,0.544631774610803,1
"283","GB40596",210,171,386,201,104,215,84,72,246,280,199,267,0.0477999806055564,4.82339078990585,0.833114015274002,1
"284","GB40598",136,100,107,87,73,46,50,63,53,84,101,55,-0.338548896176868,3.62890671567493,0.303490924656384,1
"285","GB40599",29,26,51,30,11,17,6,9,32,23,17,28,-0.334359259089569,1.80081828218857,0.344909527429248,1
"286","GB40600",108,79,40,43,37,23,42,27,45,63,53,32,-0.606247010511238,2.94586375015259,0.105425586792878,1
"287","GB40603",184,145,547,210,101,180,97,49,116,152,162,362,0.0990934179845455,4.68273303844273,0.719128247456987,1
"288","GB40608",1783,915,1552,476,1398,385,1184,216,466,1001,83,1532,-0.296994996717965,7.08468833968887,0.575802494213921,1
"289","GB40614",59,58,31,32,11,20,20,12,13,30,23,23,-0.636327688001524,2.09633081432067,0.0884200480859887,1
"290","GB40615",244,136,162,166,56,259,72,27,72,170,139,208,0.405836867505039,4.31022592133645,0.184449749616399,1
"291","GB40616",35,44,26,24,21,28,13,13,43,34,21,30,-0.300031845840448,2.12404684793509,0.388897478062491,1
"292","GB40617",48,29,24,32,22,33,10,7,23,35,18,32,0.192031517802794,1.99740360842331,0.532333362933126,1
"293","GB40618",3744,9280,311,3014,6610,507,2231,6287,1117,26234,3632,1370,0.234626489023503,9.75731572923062,0.759532911836445,1
"294","GB40619",11684,9142,7866,9044,4438,3003,4756,2357,17308,9897,15624,8897,-0.182880599513497,10.2915452480187,0.642728775199998,1
"295","GB40624",206,120,388,609,135,189,129,157,86,172,140,227,0.210441637680523,4.95600742752869,0.561489377828126,1
"296","GB40625",121,91,67,101,43,44,25,17,52,39,58,48,-0.215561892588948,3.11609001283375,0.510237670924969,1
"297","GB40626",5814,5217,750,1915,1574,408,651,2767,760,890,1628,733,-1.38044718674126,8.33057912389125,0.0335999049480535,1
"298","GB40629",309,151,301,253,88,83,40,10,49,54,73,154,-0.134806926647481,4.11082447225166,0.720004210591588,1
"299","GB40634",100,90,107,95,78,59,48,50,73,170,103,94,0.178794657547439,3.73739499781027,0.537329586792775,1
"300","GB40635",588,186,660,341,142,188,280,86,323,649,1976,289,0.770530690457857,6.06824564758889,0.0990505577177789,1
"301","GB40637",43,40,88,61,18,47,8,12,50,56,37,55,0.154160950804743,2.60208032782439,0.617882457949054,1
"302","GB40638",96,83,147,90,55,78,44,40,79,165,94,111,0.153643206256906,3.70003806578509,0.533910075679475,1
"303","GB40639",308,68,502,219,140,421,479,11,206,296,260,518,0.109761304419272,5.34059152734834,0.81777854447786,1
"304","GB40647",22,24,82,55,11,38,11,2,27,14,19,50,0.227403549250174,2.05478761898439,0.53648431563985,1
"305","GB40648",2724,2171,2160,2392,1147,1045,728,706,1151,1514,1698,1685,-0.112959754367546,7.83910025873142,0.717832165760347,1
"306","GB40652",271,229,366,219,133,209,119,74,149,196,187,255,-0.0694979155309832,4.83628623475617,0.755056716300973,1
"307","GB40653",2827,2395,2763,2834,1676,2626,1613,1151,3323,4790,2711,3252,0.133811325659762,8.59265560353403,0.646853918668952,1
"308","GB40654",1949,964,2662,1623,862,1164,778,540,1385,1253,2532,1315,0.0639672212147159,7.64990633048984,0.840187021916017,1
"309","GB40655",309,192,399,256,185,242,194,69,313,307,262,277,-0.0188264467919697,5.16887814314344,0.947485640537042,1
"310","GB40656",295,209,569,328,163,399,163,72,242,390,228,380,0.25357350084125,5.29971471453387,0.285688191829558,1
"311","GB40657",73,56,256,122,28,84,39,12,62,64,91,93,0.0627314731635563,3.44215626072995,0.82684125451559,1
"312","GB40670",603,629,1348,786,387,500,440,157,330,396,450,581,-0.167915990370801,6.2624831873982,0.543111856179925,1
"313","GB40672",198,135,203,172,73,106,75,79,137,137,148,157,-0.216087394470782,4.30961640313286,0.353534593269396,1
"314","GB40673",7272,3983,10868,9277,3214,9686,4151,1909,5889,5927,5528,8378,0.219707056610571,9.7826032300944,0.483639228599065,1
"315","GB40674",316,264,414,319,204,264,150,117,260,390,393,342,0.22307393058303,5.36722096959853,0.327283145954411,1
"316","GB40676",99,61,316,136,34,135,36,20,55,59,51,166,0.100847038356139,3.66813094763215,0.758847457092257,1
"317","GB40683",498,166,471,257,315,484,610,47,333,419,504,495,0.0919514255347394,5.82973865555163,0.810571692445296,1
"318","GB40684",304,113,518,330,158,468,359,22,437,393,1394,403,0.812004711517494,5.86330854707503,0.089650032215205,1
"319","GB40686",356,398,302,275,317,235,260,289,295,816,290,323,-0.0914194479997455,5.75178650316161,0.771730534798113,1
"320","GB40690",93,99,151,151,32,38,12,30,59,50,90,76,-0.0549758059393845,3.36939367764548,0.896447476580784,1
"321","GB40691",261,180,330,220,149,181,148,135,237,326,228,209,-0.153972715184684,5.00997847856964,0.481724082382845,1
"322","GB40694",180,134,155,122,56,70,50,65,48,58,102,92,-0.458856211112287,3.81455922188139,0.146975547533188,1
"323","GB40695",406,1144,3032,1129,410,1692,432,366,2235,2088,304,3434,0.148926969841694,7.51922032434835,0.754067942067961,1
"324","GB40696",1752,5572,16311,3876,2367,7526,6087,5254,20401,17803,8910,11282,-0.369036082771558,10.3337852055084,0.364990883359689,1
"325","GB40697",3385,8100,20974,4644,4671,9770,10892,4569,21099,22207,13304,12658,-0.243026331300223,10.6775386776308,0.520002290301875,1
"326","GB40700",1577,1027,1775,1224,734,891,889,576,1212,1162,1699,988,-0.198406956686961,7.39753772720597,0.504243652275009,1
"327","GB40701",732,455,2082,1132,441,686,434,299,499,842,742,866,0.0764515508510421,6.70592338693682,0.794843135291514,1
"328","GB40703",497,278,789,578,304,331,238,134,190,265,401,463,0.145833824232065,5.71304502772031,0.579426270417477,1
"329","GB40705",134,87,156,105,67,85,58,45,106,129,73,99,-0.182416604686497,3.8016624301074,0.439934569627207,1
"330","GB40706",194,173,238,140,134,147,105,93,150,286,157,156,-0.059828393791161,4.61091512078003,0.797990891987513,1
"331","GB40707",42,17,43,45,13,24,34,16,38,50,43,48,0.016135549703773,2.39219402565135,0.999999999999999,1
"332","GB40708",3279,2151,4183,4021,1835,4092,1759,906,3214,3915,2780,3576,0.276387064173764,8.71087762350135,0.346404210966244,1
"333","GB40711",4127,3217,7371,5214,2211,4149,2225,969,2922,4146,2874,3944,0.090774032056153,8.95655252389569,0.750683581168025,1
"334","GB40712",141,114,217,93,63,149,70,60,132,108,92,125,-0.326707676816614,4.05319453223044,0.181221849426863,1
"335","GB40713",4394,1659,2230,5829,1170,8498,611,894,2501,6636,876,7187,1.11363658484175,8.88882451277055,0.0301637373637295,1
"336","GB40716",290,197,505,430,164,494,132,68,262,440,157,440,0.49572671581109,5.34496239329022,0.079965603366316,1
"337","GB40717",49,49,115,79,27,64,20,24,53,83,32,77,0.129778580641591,2.99342214958942,0.664631017705552,1
"338","GB40718",1361,1129,3186,2195,873,2458,835,325,2370,2205,1779,2571,0.363145600437696,7.91360548589223,0.279981227599741,1
"339","GB40719",42,37,35,41,28,32,26,27,13,20,40,25,-0.16665109182042,2.31722794711732,0.630662871098751,1
"340","GB40720",130,105,257,102,60,144,62,31,89,128,86,123,-0.0731910245370517,3.93193107661711,0.787954114932981,1
"341","GB40721",35,35,34,31,23,20,23,9,15,33,24,21,-0.106785189135366,1.9896954756406,0.776848680285572,1
"342","GB40723",784,531,867,595,306,542,441,201,581,1087,542,784,0.0252594168974847,6.41428731067261,0.925000357364239,1
"343","GB40727",376,229,379,249,137,282,108,152,303,427,227,258,-0.135986026840346,5.23368188158532,0.582554387873996,1
"344","GB40728",198,58,108,112,77,73,67,30,65,102,110,169,0.204320418884389,3.82175229155145,0.49279974451497,1
"345","GB40731",32,36,53,28,14,33,12,16,9,37,28,36,0.0434668510765095,2.07407949610185,0.931757368767194,1
"346","GB40733",117,79,137,131,59,100,68,68,99,139,107,100,-0.054327486911827,3.91448205772362,0.788094453360637,1
"347","GB40734",61,98,93,85,63,48,70,40,62,103,67,43,-0.250480229705799,3.43324629729249,0.42668943612336,1
"348","GB40735",20919,25411,14901,16289,18877,10272,12622,26010,9280,37238,13331,14079,-0.433835339239528,11.5703736453087,0.34476428485401,1
"349","GB40741",171,108,341,174,87,136,60,34,110,115,102,149,-0.0504991415043108,4.17698152279201,0.865933091994554,1
"350","GB40744",271,209,349,182,136,238,161,89,189,273,190,233,-0.134702624920775,4.92898075693789,0.531448791090101,1
"351","GB40745",101,137,156,96,129,116,71,107,119,327,120,95,0.0796904860431728,4.33769985649121,0.827381196946044,1
"352","GB40746",868,791,1074,756,577,967,344,297,1064,1128,760,1243,0.177763910309086,6.87274252874577,0.540242390075097,1
"353","GB40747",318,334,473,288,227,277,161,127,246,510,229,333,0.0529321925454019,5.39838437326528,0.824734199709902,1
"354","GB40748",231,150,400,249,135,329,167,86,247,349,197,347,0.197229195668875,5.09157191294475,0.3953513512747,1
"355","GB40758",2135,1210,4465,2001,667,2133,832,386,1210,2334,1352,2359,0.124026341622075,7.84516187007829,0.697058852892322,1
"356","GB40759",5780,3367,9283,4637,2138,4785,2464,1301,3238,5557,4265,5311,0.0515265866976771,9.20723135461569,0.860805784496635,1
"357","GB40760",325,208,618,381,163,356,188,90,393,387,357,402,0.114569373291987,5.48415595716388,0.631438632342666,1
"358","GB40764",245,236,337,353,137,130,82,107,119,351,119,146,-0.004112562667992,4.81359320500736,0.988018328237843,1
"359","GB40765",467,318,1185,743,265,479,200,120,346,461,363,493,0.149509307010712,5.92299530576215,0.553372486286208,1
"360","GB40766",74,47,169,120,40,95,31,35,71,49,87,101,0.163062996365927,3.44779730246333,0.588783658316847,1
"361","GB40767",1200,1014,1249,637,611,626,443,455,777,1213,677,823,-0.290663012422921,6.88778776295256,0.328256632428658,1
"362","GB40769",2926,1969,3299,3004,926,4703,1784,353,2810,4024,2480,5002,0.493706190831955,8.56161193444057,0.18979377082816,1
"363","GB40770",9432,13575,19201,14619,6712,16247,6105,3670,16864,14092,6278,13857,-0.0480812206890609,10.6852274917806,0.885328533423348,1
"364","GB40771",53,24,145,82,33,59,15,20,38,94,44,94,0.485529142792099,3.00529632896095,0.144660149827786,1
"365","GB40773",372,210,781,625,166,749,230,73,280,371,186,404,0.352994418284947,5.64501872641248,0.246802034665161,1
"366","GB40774",69,48,122,55,27,82,28,22,55,54,43,70,-0.106062239483537,3.01174762394778,0.70826207171756,1
"367","GB40775",335,235,791,353,172,382,149,71,389,390,325,454,0.110761465428203,5.50549983613874,0.66829988275081,1
"368","GB40776",1195,841,2396,1501,558,1238,637,508,1100,1868,1047,1313,0.0676226884383341,7.35703425012321,0.812731849241515,1
"369","GB40777",6023,4418,5906,5374,3200,4209,3483,1555,4899,7120,4602,4584,0.0112800058646742,9.37451724645686,0.969577538620543,1
"370","GB40778",110,114,225,159,84,147,112,73,127,147,114,152,-0.100530065788199,4.27583047844482,0.645147917435952,1
"371","GB40779",3608,3124,5925,3353,2638,3678,2679,1933,3843,5388,2529,4297,-0.118571998989816,9.03099714260887,0.685283746241229,1
"372","GB40780",418,341,524,429,271,404,309,183,388,533,381,431,-0.000757279909583245,5.82241271506208,0.993870171293897,1
"373","GB40781",40,37,45,33,27,25,23,22,36,63,27,30,-0.17335691565906,2.40539298604893,0.537499691256853,1
"374","GB40782",312,271,481,339,215,329,249,191,352,454,363,405,-0.0235619608793878,5.61218400476579,0.905906754065331,1
"375","GB40783",1983,1237,2722,1599,1142,1682,893,1198,1020,2642,736,1776,-0.128884513849506,7.83131091999862,0.699395091733879,1
"376","GB40784",170,100,223,117,71,108,63,55,137,146,94,147,-0.219514724686523,4.09492250733647,0.338543140088498,1
"377","GB40785",272,128,299,270,109,210,131,78,162,174,159,238,-0.000107264132312328,4.7365290637967,1,1
"378","GB40794",602,530,254,279,157,151,90,172,156,250,258,218,-0.608548306390607,5.27529474230388,0.0935163481074031,1
"379","GB40795",493,344,541,429,266,407,286,249,492,851,398,499,0.00862812081006217,6.00337070484146,0.981351196494561,1
"380","GB40797",98,80,119,69,37,75,52,18,89,66,65,102,-0.226172039197446,3.38888943629334,0.412594037123931,1
"381","GB40798",91,63,127,78,42,98,54,36,84,111,59,92,-0.0701385014484117,3.51050745329783,0.752238947460953,1
"382","GB40799",83,55,196,142,55,112,49,25,91,81,76,106,0.182797393011847,3.64775142042012,0.473037155554075,1
"383","GB40800",452,274,484,326,200,316,220,118,335,419,273,398,-0.0762429430280515,5.50673430611921,0.732351000415558,1
"384","GB40801",697,546,853,560,435,615,441,264,673,913,444,802,-0.0434944038452837,6.45312943013723,0.867138504558304,1
